func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.0839e-06	0.110085	0.44034	
sum	float	10000	9.2802e-06	1.07756	4.31025	
sum	float	100000	1.57789e-05	6.33758	25.3503	
sum	float	1000000	8.13551e-05	12.2918	49.1672	
sum	float	10000000	0.000792558	12.6174	50.4695	
sum	float	100000000	0.00829203	12.0598	48.2391	
sum	double	1000	1.75685e-05	0.0569201	0.45536	
sum	double	10000	9.3746e-06	1.06671	8.5337	
sum	double	100000	1.58006e-05	6.32887	50.631	
sum	double	1000000	8.13163e-05	12.2977	98.3813	
sum	double	10000000	0.00164181	6.09086	48.7268	
sum	double	100000000	0.0233514	4.28239	34.2592	
