func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.642e-07	3.78501	30.2801	
scal	float	10000	1.7502e-06	5.71363	45.7091	
scal	float	100000	8.2544e-06	12.1148	96.918	
scal	float	1000000	2.12034e-05	47.1622	377.298	
scal	float	10000000	0.000440594	22.6966	181.573	
scal	float	100000000	0.0193229	5.1752	41.4016	
scal	double	1000	3.089e-07	3.23729	51.7967	
scal	double	10000	7.579e-06	1.31944	21.111	
scal	double	100000	1.00021e-05	9.9979	159.966	
scal	double	1000000	4.28233e-05	23.3518	373.628	
scal	double	10000000	0.00830374	1.20428	19.2684	
scal	double	100000000	0.0431959	2.31503	37.0406	
