func	prec	M	N	K	time[sec]	perf[GFLOPS] 
matmul(Dense,Dense,Dense)	float	1000	1000	1000	0.00579284	345.254	
matmul(Dense,Dense,Dense)	float	2000	2000	2000	0.031258	511.869	
matmul(Dense,Dense,Dense)	float	3000	3000	3000	0.103829	520.088	
matmul(Dense,Dense,Dense)	float	4000	4000	4000	0.242329	528.208	
matmul(Dense,Dense,Dense)	float	5000	5000	5000	0.448992	556.802	
matmul(Dense,Dense,Dense)	double	1000	1000	1000	0.00955288	209.361	
matmul(Dense,Dense,Dense)	double	2000	2000	2000	0.0651916	245.43	
matmul(Dense,Dense,Dense)	double	3000	3000	3000	0.199785	270.29	
matmul(Dense,Dense,Dense)	double	4000	4000	4000	0.452746	282.719	
matmul(Dense,Dense,Dense)	double	5000	5000	5000	0.878565	284.555	
