func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpyz	float	1000	7.2601e-06	0.275478	1.65287	
axpyz	float	10000	7.4574e-06	2.6819	16.0914	
axpyz	float	100000	9.7283e-06	20.5586	123.351	
axpyz	float	1000000	4.11143e-05	48.6449	291.869	
axpyz	float	10000000	0.00292893	6.82842	40.9705	
axpyz	float	100000000	0.0354585	5.6404	33.8424	
axpyz	double	1000	7.1662e-06	0.279088	3.34906	
axpyz	double	10000	7.1071e-06	2.81409	33.769	
axpyz	double	100000	1.16996e-05	17.0946	205.135	
axpyz	double	1000000	7.50827e-05	26.6373	319.648	
axpyz	double	10000000	0.0110897	1.80347	21.6417	
axpyz	double	100000000	0.11401	1.75424	21.0509	
