func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.00183376	0.000545328	0.00436263	
tanh	float	10000	4.14095e-05	0.24149	1.93192	
tanh	float	100000	0.000517578	0.193208	1.54566	
tanh	float	1000000	0.000277164	3.60797	28.8638	
tanh	float	10000000	0.00260773	3.83475	30.678	
tanh	float	100000000	0.0368707	2.71218	21.6975	
tanh	double	1000	1.2824e-05	0.0779788	1.24766	
tanh	double	10000	1.86424e-05	0.536412	8.58259	
tanh	double	100000	7.47991e-05	1.33691	21.3906	
tanh	double	1000000	0.000458145	2.18271	34.9234	
tanh	double	10000000	0.00708368	1.41169	22.5871	
tanh	double	100000000	0.0713703	1.40114	22.4183	
