func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000252043	0.00396758	0.0317407	
scal	float	10000	0.000320217	0.0312288	0.24983	
scal	float	100000	0.000320813	0.311708	2.49366	
scal	float	1000000	0.000366704	2.727	21.816	
scal	float	10000000	0.00107029	9.34326	74.7461	
scal	float	100000000	0.00839806	11.9075	95.2601	
scal	double	1000	0.000277885	0.00359861	0.0575778	
scal	double	10000	0.000275654	0.0362774	0.580439	
scal	double	100000	0.000307242	0.325476	5.20762	
scal	double	1000000	0.000416278	2.40224	38.4358	
scal	double	10000000	0.0019299	5.18161	82.9057	
scal	double	100000000	0.0165038	6.05922	96.9475	
