func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	0.00050619	0.00197554	0.00790217	
asum	float	10000	0.00050784	0.0196912	0.0787649	
asum	float	100000	0.000515675	0.193921	0.775683	
asum	float	1000000	0.000540936	1.84865	7.39459	
asum	float	10000000	0.000931289	10.7378	42.9512	
asum	float	100000000	0.00463005	21.598	86.3921	
asum	double	1000	0.000480648	0.00208052	0.0166442	
asum	double	10000	0.000476462	0.020988	0.167904	
asum	double	100000	0.000488034	0.204904	1.63923	
asum	double	1000000	0.000537405	1.86079	14.8863	
asum	double	10000000	0.0012546	7.9707	63.7656	
asum	double	100000000	0.00826392	12.1008	96.8064	
