func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00435975	458.741
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0134609	501.451
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0331677	482.397
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0619623	504.339
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.102181	528.474
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.168229	509.721
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.24802	516.087
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.350552	519.895
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.467143	535.168
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00867515	230.544
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0280223	240.88
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.064928	246.427
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.119775	260.907
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.206315	261.736
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.318419	269.299
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.47781	267.889
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.67502	269.992
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.92016	271.692
