func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
sm_mul(Dense,Dense)	Dense	float	1000	1000	0.000197831	5.05481	40.4385
sm_mul(Dense,Dense)	Dense	float	2000	2000	0.000523868	7.63551	61.084
sm_mul(Dense,Dense)	Dense	float	3000	3000	0.00108425	8.30065	66.4052
sm_mul(Dense,Dense)	Dense	float	4000	4000	0.0017291	9.25338	74.027
sm_mul(Dense,Dense)	Dense	float	5000	5000	0.00250483	9.98073	79.8459
sm_mul(Dense,Dense)	Dense	float	6000	6000	0.00357947	10.0574	80.4589
sm_mul(Dense,Dense)	Dense	float	7000	7000	0.00472978	10.3599	82.8792
sm_mul(Dense,Dense)	Dense	float	8000	8000	0.00621583	10.2963	82.3703
sm_mul(Dense,Dense)	Dense	float	9000	9000	0.00768211	10.544	84.3519
sm_mul(Dense,Dense)	Dense	float	10000	10000	0.00942774	10.607	84.856
sm_mul(Dense,Dense)	Dense	double	1000	1000	0.000238962	4.18477	66.9563
sm_mul(Dense,Dense)	Dense	double	2000	2000	0.000725028	5.51703	88.2725
sm_mul(Dense,Dense)	Dense	double	3000	3000	0.00167931	5.35933	85.7493
sm_mul(Dense,Dense)	Dense	double	4000	4000	0.00281139	5.69113	91.058
sm_mul(Dense,Dense)	Dense	double	5000	5000	0.00430138	5.81208	92.9934
sm_mul(Dense,Dense)	Dense	double	6000	6000	0.00610624	5.89561	94.3297
sm_mul(Dense,Dense)	Dense	double	7000	7000	0.00820997	5.96835	95.4937
sm_mul(Dense,Dense)	Dense	double	8000	8000	0.0106205	6.02608	96.4173
sm_mul(Dense,Dense)	Dense	double	9000	9000	0.0133955	6.04681	96.7489
sm_mul(Dense,Dense)	Dense	double	10000	10000	0.0164597	6.07543	97.2069
