func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_add(CRS,CRS,CRS)	CRS	float	10000	10000	0.000356057	2.27492	27.299
mm_add(CRS,CRS,CRS)	CRS	float	20000	20000	0.000684952	2.36513	28.3816
mm_add(CRS,CRS,CRS)	CRS	float	30000	30000	0.000771916	3.14801	37.7761
mm_add(CRS,CRS,CRS)	CRS	float	40000	40000	0.000973777	3.32725	39.927
mm_add(CRS,CRS,CRS)	CRS	float	50000	50000	0.00117273	3.45348	41.4417
mm_add(CRS,CRS,CRS)	CRS	float	60000	60000	0.00136913	3.5497	42.5964
mm_add(CRS,CRS,CRS)	CRS	float	70000	70000	0.00156667	3.61914	43.4297
mm_add(CRS,CRS,CRS)	CRS	float	80000	80000	0.00175988	3.68206	44.1847
mm_add(CRS,CRS,CRS)	CRS	float	90000	90000	0.00195724	3.72464	44.6956
mm_add(CRS,CRS,CRS)	CRS	float	100000	100000	0.00215555	3.75774	45.0928
mm_add(CRS,CRS,CRS)	CRS	double	10000	10000	0.000565804	1.43159	34.3582
mm_add(CRS,CRS,CRS)	CRS	double	20000	20000	0.000992938	1.63152	39.1565
mm_add(CRS,CRS,CRS)	CRS	double	30000	30000	0.00143558	1.6927	40.6247
mm_add(CRS,CRS,CRS)	CRS	double	40000	40000	0.00181076	1.78931	42.9434
mm_add(CRS,CRS,CRS)	CRS	double	50000	50000	0.00217799	1.85951	44.6283
mm_add(CRS,CRS,CRS)	CRS	double	60000	60000	0.00259557	1.87242	44.9381
mm_add(CRS,CRS,CRS)	CRS	double	70000	70000	0.00300083	1.88948	45.3474
mm_add(CRS,CRS,CRS)	CRS	double	80000	80000	0.00335924	1.92901	46.2962
mm_add(CRS,CRS,CRS)	CRS	double	90000	90000	0.00374688	1.94562	46.6948
mm_add(CRS,CRS,CRS)	CRS	double	100000	100000	0.00420187	1.92771	46.2652
