func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(CRS,CRS,CRS)	CRS	float	10000	10000	0.000466031	3.47616	20.857
mm_div(CRS,CRS,CRS)	CRS	float	20000	20000	0.00070548	4.59262	27.5557
mm_div(CRS,CRS,CRS)	CRS	float	30000	30000	0.000930779	5.22143	31.3286
mm_div(CRS,CRS,CRS)	CRS	float	40000	40000	0.0011839	5.47343	32.8406
mm_div(CRS,CRS,CRS)	CRS	float	50000	50000	0.00143481	5.64535	33.8721
mm_div(CRS,CRS,CRS)	CRS	float	60000	60000	0.0016889	5.75522	34.5313
mm_div(CRS,CRS,CRS)	CRS	float	70000	70000	0.00192895	5.87885	35.2731
mm_div(CRS,CRS,CRS)	CRS	float	80000	80000	0.0021772	5.95259	35.7155
mm_div(CRS,CRS,CRS)	CRS	float	90000	90000	0.0024163	6.03402	36.2041
mm_div(CRS,CRS,CRS)	CRS	float	100000	100000	0.00266884	6.07006	36.4204
mm_div(CRS,CRS,CRS)	CRS	double	10000	10000	0.000587394	2.75794	33.0953
mm_div(CRS,CRS,CRS)	CRS	double	20000	20000	0.0010109	3.20507	38.4609
mm_div(CRS,CRS,CRS)	CRS	double	30000	30000	0.00141122	3.44383	41.3259
mm_div(CRS,CRS,CRS)	CRS	double	40000	40000	0.00182346	3.55368	42.6441
mm_div(CRS,CRS,CRS)	CRS	double	50000	50000	0.00221098	3.66353	43.9623
mm_div(CRS,CRS,CRS)	CRS	double	60000	60000	0.00261896	3.7114	44.5368
mm_div(CRS,CRS,CRS)	CRS	double	70000	70000	0.00302721	3.74602	44.9522
mm_div(CRS,CRS,CRS)	CRS	double	80000	80000	0.00345769	3.74817	44.978
mm_div(CRS,CRS,CRS)	CRS	double	90000	90000	0.00382351	3.81325	45.759
mm_div(CRS,CRS,CRS)	CRS	double	100000	100000	0.00422721	3.83232	45.9878
