func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0358253	4.52194
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0505968	7.20401
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.1018	6.36544
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.133242	7.59897
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.166535	8.75492
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0357633	4.52979
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0582384	6.25875
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0832165	7.78691
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.112145	9.02849
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.142877	10.2046
