physical_cpu	cpu	cores	simd	memory	gpu	gcc
1	Intel(R) Xeon(R) CPU E31230 @ 3.20GHz	8	"AVX"	32G	GPU 0: GeForce GTX 1050 Ti (UUID: GPU-ff4f0759-8b12-f86d-a623-f3db545e8db3)	gcc (Ubuntu 7.5.0-6ubuntu2) 7.5.0
