func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00833402	239.98
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0045638	1479.03
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00886255	1805.35
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0153244	2039.23
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0255052	2117.21
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0409954	2091.7
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0610364	2097.11
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0886567	2055.68
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121625	2055.5
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0277486	72.0758
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0879557	76.7432
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.20762	77.0637
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.403728	77.4037
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.678681	79.5661
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.08547	78.9983
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.61496	79.2589
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.30467	79.0786
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.16674	78.9454
