func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	Dense	float	1000	1000	0.000785033	2.54766
matvec(Dense)	Dense	float	2000	2000	0.000119448	66.9749
matvec(Dense)	Dense	float	3000	3000	0.000527996	34.0912
matvec(Dense)	Dense	float	4000	4000	0.00502568	6.3673
matvec(Dense)	Dense	float	5000	5000	0.0125729	3.9768
matvec(Dense)	Dense	float	6000	6000	0.0166553	4.32295
matvec(Dense)	Dense	float	7000	7000	0.0291526	3.36162
matvec(Dense)	Dense	float	8000	8000	0.0328972	3.89091
matvec(Dense)	Dense	float	9000	9000	0.0240094	6.74737
matvec(Dense)	Dense	float	10000	10000	0.0114557	17.4586
matvec(Dense)	Dense	double	1000	1000	9.47761e-05	21.1024
matvec(Dense)	Dense	double	2000	2000	0.000482891	16.5669
matvec(Dense)	Dense	double	3000	3000	0.0109474	1.64422
matvec(Dense)	Dense	double	4000	4000	0.0110778	2.88867
matvec(Dense)	Dense	double	5000	5000	0.0257518	1.94161
matvec(Dense)	Dense	double	6000	6000	0.0308424	2.33445
matvec(Dense)	Dense	double	7000	7000	0.0360798	2.7162
matvec(Dense)	Dense	double	8000	8000	0.0483996	2.64465
matvec(Dense)	Dense	double	9000	9000	0.0332705	4.86918
matvec(Dense)	Dense	double	10000	10000	0.06595	3.0326
