func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sign(Dense)	Dense	float	1000	1000	0.000181431	5.51175
m_sign(Dense)	Dense	float	2000	2000	0.000540763	7.39696
m_sign(Dense)	Dense	float	3000	3000	0.0011404	7.89197
m_sign(Dense)	Dense	float	4000	4000	0.00199879	8.00484
m_sign(Dense)	Dense	float	5000	5000	0.00274469	9.1085
m_sign(Dense)	Dense	float	6000	6000	0.00348715	10.3236
m_sign(Dense)	Dense	float	7000	7000	0.00477927	10.2526
m_sign(Dense)	Dense	float	8000	8000	0.00618013	10.3558
m_sign(Dense)	Dense	float	9000	9000	0.0077511	10.4501
m_sign(Dense)	Dense	float	10000	10000	0.00952055	10.5036
m_sign(Dense)	Dense	double	1000	1000	0.000278438	3.59146
m_sign(Dense)	Dense	double	2000	2000	0.000790353	5.06103
m_sign(Dense)	Dense	double	3000	3000	0.00152178	5.91413
m_sign(Dense)	Dense	double	4000	4000	0.00265613	6.0238
m_sign(Dense)	Dense	double	5000	5000	0.0041949	5.95962
m_sign(Dense)	Dense	double	6000	6000	0.00603367	5.96651
m_sign(Dense)	Dense	double	7000	7000	0.00818597	5.98585
m_sign(Dense)	Dense	double	8000	8000	0.0106363	6.01713
m_sign(Dense)	Dense	double	9000	9000	0.0133631	6.06147
m_sign(Dense)	Dense	double	10000	10000	0.0164137	6.09247
