func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00291371
transpose(Dense)	Dense	float	2000	2000	0.0152356
transpose(Dense)	Dense	float	3000	3000	0.0497168
transpose(Dense)	Dense	float	4000	4000	0.0976876
transpose(Dense)	Dense	float	5000	5000	0.153537
transpose(Dense)	Dense	float	6000	6000	0.212777
transpose(Dense)	Dense	float	7000	7000	0.31625
transpose(Dense)	Dense	float	8000	8000	0.401595
transpose(Dense)	Dense	float	9000	9000	0.524128
transpose(Dense)	Dense	float	10000	10000	0.611074
transpose(Dense)	Dense	double	1000	1000	0.00358456
transpose(Dense)	Dense	double	2000	2000	0.0278181
transpose(Dense)	Dense	double	3000	3000	0.0743635
transpose(Dense)	Dense	double	4000	4000	0.153249
transpose(Dense)	Dense	double	5000	5000	0.228589
transpose(Dense)	Dense	double	6000	6000	0.356929
transpose(Dense)	Dense	double	7000	7000	0.451654
transpose(Dense)	Dense	double	8000	8000	0.614301
transpose(Dense)	Dense	double	9000	9000	0.752182
transpose(Dense)	Dense	double	10000	10000	0.92376
