func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sinh(Dense)	Dense	float	1000	1000	0.0011362	0.880126
m_sinh(Dense)	Dense	float	2000	2000	0.00155348	2.57487
m_sinh(Dense)	Dense	float	3000	3000	0.00334144	2.69345
m_sinh(Dense)	Dense	float	4000	4000	0.00697304	2.29455
m_sinh(Dense)	Dense	float	5000	5000	0.0114231	2.18855
m_sinh(Dense)	Dense	float	6000	6000	0.0139966	2.57206
m_sinh(Dense)	Dense	float	7000	7000	0.0204031	2.4016
m_sinh(Dense)	Dense	float	8000	8000	0.0292952	2.18466
m_sinh(Dense)	Dense	float	9000	9000	0.0394165	2.05498
m_sinh(Dense)	Dense	float	10000	10000	0.0373721	2.67579
m_sinh(Dense)	Dense	double	1000	1000	0.000812227	1.23118
m_sinh(Dense)	Dense	double	2000	2000	0.00326096	1.22663
m_sinh(Dense)	Dense	double	3000	3000	0.00690307	1.30377
m_sinh(Dense)	Dense	double	4000	4000	0.0153239	1.04412
m_sinh(Dense)	Dense	double	5000	5000	0.0182378	1.37078
m_sinh(Dense)	Dense	double	6000	6000	0.0318427	1.13056
m_sinh(Dense)	Dense	double	7000	7000	0.0422541	1.15965
m_sinh(Dense)	Dense	double	8000	8000	0.0480589	1.3317
m_sinh(Dense)	Dense	double	9000	9000	0.064355	1.25864
m_sinh(Dense)	Dense	double	10000	10000	0.0683439	1.46319
