func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0178055	112.325
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00495515	1362.22
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0100229	1596.34
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0169455	1844.15
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0258993	2084.99
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0416062	2060.99
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0612309	2090.45
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0891504	2044.3
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.121583	2056.21
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0278216	71.8867
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0882012	76.5295
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.20872	76.6578
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.406286	76.9162
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.682774	79.0891
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.09276	78.4709
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.6254	78.7498
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.31985	78.5611
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.18885	78.3982
