func	kind	prec	M	N	time[sec]
convert(COO,Dense)	Dense	float	1000	1000	0.0023739
convert(COO,Dense)	Dense	float	2000	2000	0.00586537
convert(COO,Dense)	Dense	float	3000	3000	0.0167517
convert(COO,Dense)	Dense	float	4000	4000	0.029068
convert(COO,Dense)	Dense	float	5000	5000	0.0446179
convert(COO,Dense)	Dense	double	1000	1000	0.00289504
convert(COO,Dense)	Dense	double	2000	2000	0.00932295
convert(COO,Dense)	Dense	double	3000	3000	0.0311471
convert(COO,Dense)	Dense	double	4000	4000	0.0534864
convert(COO,Dense)	Dense	double	5000	5000	0.0830378
