func	kind	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	CRS	float	1000	1000	0.0246016	0.00658495
matvec(CRS)	CRS	float	2000	2000	4.23989e-05	7.64171
matvec(CRS)	CRS	float	4000	4000	8.37611e-05	7.73629
matvec(CRS)	CRS	float	8000	8000	0.000134159	9.66017
matvec(CRS)	CRS	float	16000	16000	0.000256701	10.0974
matvec(CRS)	CRS	float	32000	32000	0.000507132	10.2222
matvec(CRS)	CRS	float	64000	64000	0.00100783	10.2874
matvec(CRS)	CRS	double	1000	1000	3.78548e-05	4.27951
matvec(CRS)	CRS	double	2000	2000	5.90369e-05	5.48809
matvec(CRS)	CRS	double	4000	4000	0.000103736	6.24666
matvec(CRS)	CRS	double	8000	8000	0.000186313	6.95605
matvec(CRS)	CRS	double	16000	16000	0.000340798	7.60569
matvec(CRS)	CRS	double	32000	32000	0.000654965	7.91493
matvec(CRS)	CRS	double	64000	64000	0.00128323	8.07964
