func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.0062937	317.778
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0134823	500.658
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0312816	511.482
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0698033	447.686
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.107594	501.889
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.16757	511.727
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.238625	536.406
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.333668	546.202
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.452952	551.934
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00906245	220.691
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0278906	242.017
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.063058	253.735
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.115708	270.077
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.196948	274.183
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.305188	280.974
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.45146	283.525
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.663885	274.52
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.905158	276.195
