func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.0173004	0.115604
mv_mul(Dense)	float	2000	2000	0.00158334	5.0526
mv_mul(Dense)	float	3000	3000	0.00180544	9.96988
mv_mul(Dense)	float	4000	4000	0.00236294	13.5424
mv_mul(Dense)	float	5000	5000	0.00235384	21.2419
mv_mul(Dense)	float	6000	6000	0.00271662	26.5035
mv_mul(Dense)	float	7000	7000	0.00321029	30.5269
mv_mul(Dense)	float	8000	8000	0.00390098	32.8123
mv_mul(Dense)	float	9000	9000	0.0046444	34.8807
mv_mul(Dense)	float	10000	10000	0.00526057	38.0187
mv_mul(Dense)	double	1000	1000	0.00126103	1.58601
mv_mul(Dense)	double	2000	2000	0.00153164	5.22315
mv_mul(Dense)	double	3000	3000	0.00191953	9.37731
mv_mul(Dense)	double	4000	4000	0.00252036	12.6966
mv_mul(Dense)	double	5000	5000	0.00330654	15.1215
mv_mul(Dense)	double	6000	6000	0.00420264	17.1321
mv_mul(Dense)	double	7000	7000	0.00516601	18.9702
mv_mul(Dense)	double	8000	8000	0.00645957	19.8156
mv_mul(Dense)	double	9000	9000	0.00800648	20.2336
