func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
vv_sub	float	1000	1.66034e-05	0.120457	0.722744
vv_sub	float	10000	2.56133e-05	0.780844	4.68507
vv_sub	float	100000	0.000111841	1.78826	10.7295
vv_sub	float	1000000	0.000821635	2.43417	14.605
vv_sub	float	10000000	0.0244316	0.818613	4.91168
vv_sub	float	100000000	0.203654	0.98206	5.89236
vv_sub	double	1000	2.01258e-05	0.0993749	1.1925
vv_sub	double	10000	4.97168e-05	0.402279	4.82734
vv_sub	double	100000	0.000133229	1.50118	18.0142
vv_sub	double	1000000	0.00168721	1.18539	14.2246
vv_sub	double	10000000	0.0420926	0.475143	5.70172
vv_sub	double	100000000	0.489381	0.408679	4.90415
