func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
asum	float	1000	2.382e-07	4.19815	16.7926
asum	float	10000	1.3441e-06	7.43992	29.7597
asum	float	100000	9.3107e-06	10.7403	42.9613
asum	float	1000000	1.781e-05	56.1482	224.593
asum	float	10000000	0.000511271	19.5591	78.2364
asum	float	100000000	0.00741406	13.4879	53.9516
asum	double	1000	3.281e-07	3.04785	24.3828
asum	double	10000	7.7155e-06	1.29609	10.3687
asum	double	100000	1.04634e-05	9.55712	76.457
asum	double	1000000	3.22921e-05	30.9673	247.739
asum	double	10000000	0.00514653	1.94306	15.5445
asum	double	100000000	0.0333398	2.99942	23.9953
