func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(Dense,Dense,Dense)	float	1000	1000	0.00427387	0.23398	2.80776
matadd(Dense,Dense,Dense)	float	2000	2000	0.0138484	0.288842	3.4661
matadd(Dense,Dense,Dense)	float	3000	3000	0.0244038	0.368795	4.42554
matadd(Dense,Dense,Dense)	float	4000	4000	0.0437845	0.365426	4.38512
matadd(Dense,Dense,Dense)	float	5000	5000	0.0680235	0.36752	4.41024
matadd(Dense,Dense,Dense)	float	6000	6000	0.0902649	0.398826	4.78591
matadd(Dense,Dense,Dense)	float	7000	7000	0.130519	0.375423	4.50508
matadd(Dense,Dense,Dense)	float	8000	8000	0.170239	0.375942	4.5113
matadd(Dense,Dense,Dense)	float	9000	9000	0.202396	0.400206	4.80247
