func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	3.191e-07	6.26763	37.6058
axpy	float	10000	1.02011e-05	1.96057	11.7634
axpy	float	100000	1.06181e-05	18.8358	113.015
axpy	float	1000000	3.3408e-05	59.8659	359.195
axpy	float	10000000	0.00768315	2.6031	15.6186
axpy	float	100000000	0.0281249	7.11115	42.6669
axpy	double	1000	3.589e-07	5.57258	66.871
axpy	double	10000	7.0464e-06	2.83833	34.0599
axpy	double	100000	1.22838e-05	16.2816	195.379
axpy	double	1000000	6.02189e-05	33.2122	398.546
axpy	double	10000000	0.00480023	4.16646	49.9976
axpy	double	100000000	0.139675	1.4319	17.1828
