func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(CRS)	float	1000	1000	0.00113783	0.071188	0.569504
mscal(CRS)	float	10000	10000	0.00302842	0.267466	2.13973
mscal(CRS)	float	100000	100000	0.0210573	0.384665	3.07732
mscal(CRS)	float	1000000	1000000	0.170343	0.475511	3.80409
mscal(CRS)	double	1000	1000	0.000993208	0.0815539	1.30486
mscal(CRS)	double	10000	10000	0.0029804	0.271776	4.34841
mscal(CRS)	double	100000	100000	0.0226645	0.357388	5.7182
mscal(CRS)	double	1000000	1000000	0.220227	0.367801	5.88482
