func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	0.000259055	0.00386018	0.0308814
scal	float	10000	0.0002778	0.0359971	0.287977
scal	float	100000	0.000316907	0.31555	2.5244
scal	float	1000000	0.000363138	2.75377	22.0302
scal	float	10000000	0.00107025	9.34365	74.7492
scal	float	100000000	0.00839674	11.9094	95.2751
scal	double	1000	0.000277801	0.0035997	0.0575951
scal	double	10000	0.00027276	0.0366623	0.586596
scal	double	100000	0.00030839	0.324265	5.18824
scal	double	1000000	0.00041115	2.4322	38.9153
scal	double	10000000	0.0019263	5.19129	83.0606
scal	double	100000000	0.0164991	6.06095	96.9752
