func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
scal	float	1000	2.778e-07	3.59971	28.7977
scal	float	10000	1.7669e-06	5.65963	45.277
scal	float	100000	9.9195e-06	10.0812	80.6492
scal	float	1000000	2.15337e-05	46.4388	371.511
scal	float	10000000	0.000700948	14.2664	114.131
scal	float	100000000	0.0201243	4.96912	39.753
scal	double	1000	3.25e-07	3.07692	49.2308
scal	double	10000	9.06e-06	1.10375	17.66
scal	double	100000	1.11286e-05	8.98586	143.774
scal	double	1000000	4.33916e-05	23.0459	368.735
scal	double	10000000	0.00922125	1.08445	17.3512
scal	double	100000000	0.0620152	1.61251	25.8001
