func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(Dense)	float	1000	1000	0.0165432	0.120896
matvec(Dense)	float	2000	2000	0.000686641	11.6509
matvec(Dense)	float	3000	3000	0.000901347	19.9701
matvec(Dense)	float	4000	4000	0.00120703	26.5114
matvec(Dense)	float	5000	5000	0.0015344	32.5861
matvec(Dense)	float	6000	6000	0.00196307	36.6772
matvec(Dense)	float	7000	7000	0.00248808	39.3879
matvec(Dense)	float	8000	8000	0.00317137	40.3611
matvec(Dense)	float	9000	9000	0.0037901	42.7429
matvec(Dense)	float	10000	10000	0.00452883	44.1615
matvec(Dense)	double	1000	1000	0.000550446	3.63342
matvec(Dense)	double	2000	2000	0.000810715	9.86784
matvec(Dense)	double	3000	3000	0.00120847	14.8949
matvec(Dense)	double	4000	4000	0.00182279	17.5555
matvec(Dense)	double	5000	5000	0.00248938	20.0853
matvec(Dense)	double	6000	6000	0.0034558	20.8346
matvec(Dense)	double	7000	7000	0.00443248	22.1095
matvec(Dense)	double	8000	8000	0.0056738	22.5598
matvec(Dense)	double	9000	9000	0.00710418	22.8035
