func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.0171553	0.116582
mv_mul(Dense)	float	2000	2000	0.00158882	5.03519
mv_mul(Dense)	float	3000	3000	0.00180386	9.97859
mv_mul(Dense)	float	4000	4000	0.00239024	13.3878
mv_mul(Dense)	float	5000	5000	0.00235981	21.1882
mv_mul(Dense)	double	1000	1000	0.00139089	1.43792
mv_mul(Dense)	double	2000	2000	0.00160167	4.9948
mv_mul(Dense)	double	3000	3000	0.00197622	9.10831
mv_mul(Dense)	double	4000	4000	0.00251868	12.7051
mv_mul(Dense)	double	5000	5000	0.00329413	15.1785
