func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(Dense)	float	1000	1000	0.00255508	0.782756
mv_mul(Dense)	float	2000	2000	6.76643e-05	118.231
mv_mul(Dense)	float	3000	3000	0.000197986	90.9157
mv_mul(Dense)	float	4000	4000	0.00353624	9.04916
mv_mul(Dense)	float	5000	5000	0.00684088	7.309
mv_mul(Dense)	double	1000	1000	0.000148875	13.4341
mv_mul(Dense)	double	2000	2000	0.000150061	53.3116
mv_mul(Dense)	double	3000	3000	0.00414796	4.33948
mv_mul(Dense)	double	4000	4000	0.00918634	3.48343
mv_mul(Dense)	double	5000	5000	0.015327	3.26221
