func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	7.48499e-05	2.16433
matvec(CRS)	float	2000	2000	4.4601e-05	7.26441
matvec(CRS)	float	4000	4000	7.81222e-05	8.2947
matvec(CRS)	float	8000	8000	0.00015685	8.2627
matvec(CRS)	float	16000	16000	0.0003326	7.79315
matvec(CRS)	float	32000	32000	0.00131461	3.94339
matvec(CRS)	float	64000	64000	0.00754484	1.37418
matvec(CRS)	double	1000	1000	2.8978e-05	5.59045
matvec(CRS)	double	2000	2000	4.82892e-05	6.70957
matvec(CRS)	double	4000	4000	8.91497e-05	7.26867
matvec(CRS)	double	8000	8000	0.000190418	6.80608
matvec(CRS)	double	16000	16000	0.000422848	6.12987
matvec(CRS)	double	32000	32000	0.00487307	1.06381
matvec(CRS)	double	64000	64000	0.0125281	0.82758
