func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	float	1000	1000	0.000832264	1.20154	9.61234
mscal(Dense)	float	2000	2000	9.84253e-05	40.64	325.12
mscal(Dense)	float	3000	3000	0.000232537	38.7035	309.628
mscal(Dense)	float	4000	4000	0.00590576	2.70922	21.6738
mscal(Dense)	float	5000	5000	0.0119008	2.1007	16.8056
mscal(Dense)	double	1000	1000	5.0222e-05	19.9116	318.585
mscal(Dense)	double	2000	2000	0.00020376	19.6309	314.095
mscal(Dense)	double	3000	3000	0.00741227	1.2142	19.4273
mscal(Dense)	double	4000	4000	0.015623	1.02413	16.3861
mscal(Dense)	double	5000	5000	0.0218018	1.14669	18.3471
