func	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matadd(CRS,CRS,CRS)	float	1000	1000	0.00269301	0.0601557	0.360934
matadd(CRS,CRS,CRS)	float	2000	2000	4.30997e-05	7.51745	45.1047
matadd(CRS,CRS,CRS)	float	4000	4000	7.97112e-05	8.12935	48.7761
matadd(CRS,CRS,CRS)	float	8000	8000	0.000170313	7.60951	45.6571
matadd(CRS,CRS,CRS)	float	16000	16000	0.000323391	8.01506	48.0903
matadd(CRS,CRS,CRS)	float	32000	32000	0.00476572	1.08777	6.52661
matadd(CRS,CRS,CRS)	float	64000	64000	0.012746	0.81343	4.88058
matadd(CRS,CRS,CRS)	double	1000	1000	4.20064e-05	3.85656	46.2787
matadd(CRS,CRS,CRS)	double	2000	2000	7.55742e-05	4.28718	51.4461
matadd(CRS,CRS,CRS)	double	4000	4000	0.000154108	4.20484	50.4581
matadd(CRS,CRS,CRS)	double	8000	8000	0.000322572	4.0177	48.2124
matadd(CRS,CRS,CRS)	double	16000	16000	0.00325986	0.795127	9.54153
matadd(CRS,CRS,CRS)	double	32000	32000	0.0125316	0.413675	4.9641
matadd(CRS,CRS,CRS)	double	64000	64000	0.027664	0.374783	4.4974
