func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	float	1000	0.000238144	0.00419913	0.033593
tanh	float	2000	1.15737e-05	0.172806	1.38244
tanh	float	4000	1.75695e-05	0.227667	1.82134
tanh	float	8000	3.35922e-05	0.238151	1.9052
tanh	float	16000	3.60623e-05	0.443677	3.54941
tanh	float	32000	4.82113e-05	0.663745	5.30996
tanh	float	64000	9.31652e-05	0.686952	5.49561
tanh	float	128000	0.000182957	0.699618	5.59695
tanh	float	256000	0.000361851	0.707473	5.65978
tanh	float	512000	0.000695241	0.736436	5.89148
tanh	float	1024000	0.00123784	0.827247	6.61798
tanh	float	2048000	0.00236643	0.865439	6.92352
tanh	float	4096000	0.00465982	0.879003	7.03203
tanh	float	8192000	0.009494	0.86286	6.90288
tanh	float	16384000	0.0185802	0.881799	7.05439
tanh	float	32768000	0.0363667	0.901045	7.20836
tanh	float	65536000	0.0725552	0.903257	7.22606
tanh	double	1000	1.25408e-05	0.0797397	1.27584
tanh	double	2000	1.40361e-05	0.14249	2.27984
tanh	double	4000	2.27935e-05	0.175489	2.80782
tanh	double	8000	8.33366e-05	0.0959962	1.53594
tanh	double	16000	4.38518e-05	0.364865	5.83784
tanh	double	32000	8.32855e-05	0.384221	6.14753
tanh	double	64000	0.00016279	0.393145	6.29032
tanh	double	128000	0.000460212	0.278133	4.45012
tanh	double	256000	0.000626175	0.408832	6.54131
tanh	double	512000	0.00109925	0.465772	7.45235
tanh	double	1024000	0.00207174	0.49427	7.90832
tanh	double	2048000	0.00405855	0.504614	8.07382
tanh	double	4096000	0.00799577	0.512271	8.19634
tanh	double	8192000	0.0156504	0.523437	8.37499
tanh	double	16384000	0.0311502	0.525968	8.41548
tanh	double	32768000	0.0621332	0.527384	8.43814
tanh	double	65536000	0.124058	0.528269	8.4523
