func	prec	M	N	time[sec]	perf[GFLOPS]
matvec(CRS)	float	1000	1000	0.0246773	0.00656473
matvec(CRS)	float	2000	2000	4.32374e-05	7.49351
matvec(CRS)	float	4000	4000	7.47464e-05	8.66931
matvec(CRS)	float	8000	8000	0.000135047	9.59667
matvec(CRS)	float	16000	16000	0.000257229	10.0766
matvec(CRS)	float	32000	32000	0.000507131	10.2222
matvec(CRS)	float	64000	64000	0.00100865	10.2791
matvec(CRS)	double	1000	1000	3.75486e-05	4.31441
matvec(CRS)	double	2000	2000	5.88907e-05	5.50172
matvec(CRS)	double	4000	4000	0.00010301	6.29067
matvec(CRS)	double	8000	8000	0.000185923	6.97062
matvec(CRS)	double	16000	16000	0.000341563	7.58865
matvec(CRS)	double	32000	32000	0.000655291	7.91099
matvec(CRS)	double	64000	64000	0.00128478	8.06984
