func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
axpy	float	1000	2.849e-07	7.02001	42.12
axpy	float	2000	3.697e-07	10.8196	64.9175
axpy	float	4000	7.545e-07	10.603	63.6183
axpy	float	8000	1.9916e-06	8.03374	48.2025
axpy	float	16000	6.952e-06	4.60299	27.618
axpy	float	32000	9.331e-06	6.85886	41.1531
axpy	float	64000	9.3848e-06	13.6391	81.8345
axpy	float	128000	1.03231e-05	24.7988	148.793
axpy	float	256000	1.31422e-05	38.9585	233.751
axpy	float	512000	1.74514e-05	58.6772	352.063
axpy	float	1024000	3.39266e-05	60.3656	362.194
axpy	float	2048000	5.99385e-05	68.3367	410.02
axpy	float	4096000	0.000115927	70.6651	423.991
axpy	float	8192000	0.00316352	5.17904	31.0743
axpy	float	16384000	0.0138757	2.36153	14.1692
axpy	float	32768000	0.0150771	4.34674	26.0804
axpy	float	65536000	0.0210242	6.23434	37.406
axpy	double	1000	1.5452e-06	1.29433	15.532
axpy	double	2000	7.617e-07	5.25141	63.0169
axpy	double	4000	2.2413e-06	3.56936	42.8323
axpy	double	8000	6.7772e-06	2.36086	28.3303
axpy	double	16000	7.7097e-06	4.15062	49.8074
axpy	double	32000	1.15441e-05	5.54396	66.5275
axpy	double	64000	1.1651e-05	10.9862	131.834
axpy	double	128000	1.27824e-05	20.0275	240.33
axpy	double	256000	1.85279e-05	27.634	331.608
axpy	double	512000	4.26191e-05	24.0268	288.321
axpy	double	1024000	6.02485e-05	33.9925	407.911
axpy	double	2048000	0.0001671	24.5123	294.147
axpy	double	4096000	0.00532224	1.5392	18.4704
axpy	double	8192000	0.00617337	2.65398	31.8477
axpy	double	16384000	0.0292434	1.12053	13.4463
axpy	double	32768000	0.0403333	1.62486	19.4983
axpy	double	65536000	0.0447223	2.9308	35.1696
