func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_div	float	1000	0.00185353	0.00107902	0.00431608
sv_div	float	2000	0.0018452	0.00216779	0.00867114
sv_div	float	4000	0.00186454	0.00429059	0.0171624
sv_div	float	8000	0.00189731	0.00843301	0.0337321
sv_div	float	16000	0.00199493	0.0160407	0.0641627
sv_div	float	32000	0.00234724	0.0272661	0.109064
sv_div	float	64000	0.00278776	0.045915	0.18366
sv_div	float	128000	0.00392108	0.0652881	0.261152
sv_div	float	256000	0.0050994	0.100404	0.401616
sv_div	float	512000	0.00829083	0.12351	0.49404
sv_div	float	1024000	0.0137198	0.149274	0.597095
sv_div	float	2048000	0.0245553	0.166807	0.66723
sv_div	float	4096000	0.0468493	0.174859	0.699434
sv_div	float	8192000	0.092303	0.177502	0.71001
sv_div	float	16384000	0.182935	0.179124	0.716496
sv_div	float	32768000	0.364442	0.179826	0.719303
