func	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(Dense)	float	1000	1000	0.00308584	0.324061
m_tanh(Dense)	float	2000	2000	0.0010972	3.64566
m_tanh(Dense)	float	3000	3000	0.0024886	3.61649
m_tanh(Dense)	float	4000	4000	0.00490215	3.26388
m_tanh(Dense)	float	5000	5000	0.00883793	2.82872
m_tanh(Dense)	double	1000	1000	0.000730683	1.36858
m_tanh(Dense)	double	2000	2000	0.00291186	1.37369
m_tanh(Dense)	double	3000	3000	0.00697494	1.29033
m_tanh(Dense)	double	4000	4000	0.012441	1.28607
m_tanh(Dense)	double	5000	5000	0.0196549	1.27195
