func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sv_mul	float	1000	1.58975e-05	0.125806	0.503224
sv_mul	float	2000	1.65928e-05	0.241068	0.964274
sv_mul	float	4000	1.93533e-05	0.413366	1.65346
sv_mul	float	8000	2.34797e-05	0.68144	2.72576
sv_mul	float	16000	3.25722e-05	0.982433	3.92973
sv_mul	float	32000	4.67037e-05	1.37034	5.48136
sv_mul	float	64000	0.000169509	0.755121	3.02048
sv_mul	float	128000	0.000133079	1.92366	7.69465
sv_mul	float	256000	0.000242997	2.10702	8.42808
sv_mul	float	512000	0.00048332	2.11868	8.47472
sv_mul	float	1024000	0.00084844	2.41384	9.65537
sv_mul	float	2048000	0.00159799	2.56322	10.2529
sv_mul	float	4096000	0.00483776	1.69335	6.77338
sv_mul	float	8192000	0.0156978	1.04372	4.17486
sv_mul	float	16384000	0.0370694	0.883963	3.53585
sv_mul	float	32768000	0.084563	0.774996	3.09998
sv_mul	float	65536000	0.156454	0.837766	3.35106
sv_mul	double	1000	1.71991e-05	0.116285	0.930281
sv_mul	double	2000	1.86021e-05	0.215029	1.72024
sv_mul	double	4000	2.27079e-05	0.3523	2.8184
sv_mul	double	8000	3.02268e-05	0.529332	4.23465
sv_mul	double	16000	4.56537e-05	0.700929	5.60743
sv_mul	double	32000	8.09131e-05	0.790972	6.32778
sv_mul	double	64000	0.000134085	0.95462	7.63696
sv_mul	double	128000	0.000201846	1.26829	10.1464
sv_mul	double	256000	0.000352131	1.454	11.632
sv_mul	double	512000	0.000646995	1.5827	12.6616
sv_mul	double	1024000	0.00132028	1.55119	12.4095
sv_mul	double	2048000	0.00451012	0.908181	7.26545
sv_mul	double	4096000	0.0120389	0.680463	5.4437
sv_mul	double	8192000	0.0374927	0.436991	3.49593
sv_mul	double	16384000	0.0918067	0.356924	2.85539
sv_mul	double	32768000	0.182837	0.35844	2.86752
sv_mul	double	65536000	0.290184	0.451685	3.61348
