func	prec	M	N	time[sec]	perf[GFLOPS]
mv_mul(CRS)	float	1000	1000	6.85855e-05	2.36202
mv_mul(CRS)	float	2000	2000	4.26217e-05	7.60176
mv_mul(CRS)	float	4000	4000	8.04832e-05	8.05137
mv_mul(CRS)	float	8000	8000	0.00016243	7.97883
mv_mul(CRS)	float	16000	16000	0.000342118	7.57632
mv_mul(CRS)	float	32000	32000	0.00123686	4.19127
mv_mul(CRS)	float	64000	64000	0.00761466	1.36158
mv_mul(CRS)	double	1000	1000	2.81701e-05	5.75078
mv_mul(CRS)	double	2000	2000	5.19556e-05	6.23609
mv_mul(CRS)	double	4000	4000	9.40308e-05	6.89136
mv_mul(CRS)	double	8000	8000	0.000198708	6.52214
mv_mul(CRS)	double	16000	16000	0.000427981	6.05634
mv_mul(CRS)	double	32000	32000	0.00493475	1.05051
mv_mul(CRS)	double	64000	64000	0.0122213	0.848352
