func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
sum	float	1000	9.9963e-06	0.100037	0.400148
sum	float	2000	9.225e-06	0.216802	0.867209
sum	float	4000	9.2857e-06	0.43077	1.72308
sum	float	8000	1.02247e-05	0.782419	3.12968
sum	float	16000	9.6722e-06	1.65423	6.6169
sum	float	32000	1.09289e-05	2.92802	11.7121
sum	float	64000	1.34767e-05	4.74894	18.9957
sum	float	128000	1.80033e-05	7.10981	28.4392
sum	float	256000	2.76299e-05	9.26532	37.0613
sum	float	512000	4.5877e-05	11.1603	44.6411
sum	float	1024000	8.31182e-05	12.3198	49.2792
sum	float	2048000	0.000156964	13.0476	52.1903
sum	float	4096000	0.000309705	13.2255	52.902
sum	float	8192000	0.000603982	13.5633	54.2533
sum	float	16384000	0.00141065	11.6145	46.4579
sum	float	32768000	0.011955	2.74095	10.9638
sum	float	65536000	0.0102695	6.38163	25.5265
sum	double	1000	9.5562e-06	0.104644	0.837153
sum	double	2000	9.486e-06	0.210837	1.6867
sum	double	4000	9.0294e-06	0.442997	3.54398
sum	double	8000	9.4911e-06	0.842895	6.74316
sum	double	16000	1.03497e-05	1.54594	12.3675
sum	double	32000	1.09438e-05	2.92403	23.3922
sum	double	64000	1.39255e-05	4.59589	36.7671
sum	double	128000	1.80419e-05	7.0946	56.7568
sum	double	256000	2.80775e-05	9.11762	72.941
sum	double	512000	4.68674e-05	10.9244	87.3955
sum	double	1024000	8.46264e-05	12.1002	96.8019
sum	double	2048000	0.000160403	12.7678	102.143
sum	double	4096000	0.000314505	13.0236	104.189
sum	double	8192000	0.00363132	2.25593	18.0474
sum	double	16384000	0.00893939	1.83279	14.6623
sum	double	32768000	0.0208368	1.5726	12.5808
sum	double	65536000	0.019655	3.33431	26.6745
