func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	float	1000	3.871e-07	5.16662	10.3332
nrm2	float	2000	8.17e-07	4.89596	9.79192
nrm2	float	4000	8.169e-07	9.79312	19.5862
nrm2	float	8000	1.5925e-06	10.0471	20.0942
nrm2	float	16000	3.1359e-06	10.2044	20.4088
nrm2	float	32000	8.4269e-06	7.59473	15.1895
nrm2	float	64000	8.7445e-06	14.6378	29.2755
nrm2	float	128000	1.0235e-05	25.0122	50.0244
nrm2	float	256000	1.23461e-05	41.4706	82.9412
nrm2	float	512000	1.66624e-05	61.4557	122.911
nrm2	float	1024000	2.59695e-05	78.8617	157.723
nrm2	float	2048000	4.49972e-05	91.0279	182.056
nrm2	float	4096000	8.18247e-05	100.116	200.233
nrm2	float	8192000	0.000154082	106.333	212.666
nrm2	float	16384000	0.00120044	27.2966	54.5931
nrm2	float	32768000	0.0128178	5.11289	10.2258
nrm2	float	65536000	0.00497677	26.3367	52.6735
nrm2	double	1000	5.015e-07	3.98804	15.9521
nrm2	double	2000	8.426e-07	4.74721	18.9888
nrm2	double	4000	1.6258e-06	4.92065	19.6826
nrm2	double	8000	3.2502e-06	4.92277	19.6911
nrm2	double	16000	8.3433e-06	3.83541	15.3417
nrm2	double	32000	9.7529e-06	6.56215	26.2486
nrm2	double	64000	9.79756e-05	1.30645	5.22579
nrm2	double	128000	1.1252e-05	22.7515	91.006
nrm2	double	256000	1.47556e-05	34.6987	138.795
nrm2	double	512000	2.15579e-05	47.5	190
nrm2	double	1024000	3.30156e-05	62.0313	248.125
nrm2	double	2048000	6.05667e-05	67.6279	270.512
nrm2	double	4096000	0.000149777	54.6947	218.779
nrm2	double	8192000	0.00518327	3.16094	12.6438
nrm2	double	16384000	0.0121167	2.70437	10.8175
nrm2	double	32768000	0.0274036	2.39151	9.56605
nrm2	double	65536000	0.0128432	10.2055	40.8221
