func	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
xpay	float	1000	8.0898e-06	0.370837	0.9889
xpay	float	2000	8.4527e-06	0.709832	1.89289
xpay	float	4000	8.2927e-06	1.44706	3.85882
xpay	float	8000	7.9216e-06	3.02969	8.07918
xpay	float	16000	7.9923e-06	6.00578	16.0154
xpay	float	32000	8.2442e-06	11.6446	31.0521
xpay	float	64000	8.14e-06	23.5872	62.8993
xpay	float	128000	9.5536e-06	40.1943	107.185
xpay	float	256000	1.1872e-05	64.69	172.507
xpay	float	512000	1.7482e-05	87.8618	234.298
xpay	float	1024000	3.4194e-05	89.8403	239.574
xpay	float	2048000	6.19502e-05	99.1764	264.47
xpay	float	4096000	0.000122956	99.9384	266.502
xpay	float	8192000	0.00171652	14.3173	38.1795
xpay	float	16384000	0.0137396	3.57739	9.53971
xpay	float	32768000	0.0151551	6.48654	17.2974
xpay	float	65536000	0.0327534	6.00268	16.0072
xpay	double	1000	7.4333e-06	0.403589	2.15248
xpay	double	2000	7.8021e-06	0.769024	4.10146
xpay	double	4000	7.2528e-06	1.65453	8.82418
xpay	double	8000	7.2325e-06	3.31835	17.6979
xpay	double	16000	7.6833e-06	6.24732	33.319
xpay	double	32000	9.2268e-06	10.4045	55.4905
xpay	double	64000	9.4501e-06	20.3172	108.359
xpay	double	128000	1.22083e-05	31.454	167.755
xpay	double	256000	1.78384e-05	43.0532	229.617
xpay	double	512000	3.59957e-05	42.6718	227.583
xpay	double	1024000	6.49731e-05	47.2811	252.166
xpay	double	2048000	0.000153517	40.0216	213.448
xpay	double	4096000	0.00568703	2.16071	11.5238
xpay	double	8192000	0.00988745	2.48558	13.2564
xpay	double	16384000	0.0297928	1.64979	8.7989
xpay	double	32768000	0.0323113	3.04241	16.2262
xpay	double	65536000	0.0412686	4.76411	25.4086
