func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.00289939
transpose(Dense)	Dense	float	2000	2000	0.0152839
transpose(Dense)	Dense	float	3000	3000	0.0493715
transpose(Dense)	Dense	float	4000	4000	0.0978893
transpose(Dense)	Dense	float	5000	5000	0.153631
transpose(Dense)	Dense	float	6000	6000	0.214065
transpose(Dense)	Dense	float	7000	7000	0.316626
transpose(Dense)	Dense	float	8000	8000	0.402399
transpose(Dense)	Dense	float	9000	9000	0.525222
transpose(Dense)	Dense	float	10000	10000	0.613255
transpose(Dense)	Dense	double	1000	1000	0.00355347
transpose(Dense)	Dense	double	2000	2000	0.0280321
transpose(Dense)	Dense	double	3000	3000	0.0745602
transpose(Dense)	Dense	double	4000	4000	0.153377
transpose(Dense)	Dense	double	5000	5000	0.229347
transpose(Dense)	Dense	double	6000	6000	0.35921
transpose(Dense)	Dense	double	7000	7000	0.453643
transpose(Dense)	Dense	double	8000	8000	0.621183
transpose(Dense)	Dense	double	9000	9000	0.756909
transpose(Dense)	Dense	double	10000	10000	0.929475
