func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mm_div(Dense,Dense,Dense)	Dense	float	1000	1000	0.000144574	6.91686	83.0023
mm_div(Dense,Dense,Dense)	Dense	float	2000	2000	0.0021653	1.84732	22.1679
mm_div(Dense,Dense,Dense)	Dense	float	3000	3000	0.00483491	1.86146	22.3375
mm_div(Dense,Dense,Dense)	Dense	float	4000	4000	0.00880204	1.81776	21.8131
mm_div(Dense,Dense,Dense)	Dense	float	5000	5000	0.0137238	1.82166	21.8599
mm_div(Dense,Dense,Dense)	Dense	float	6000	6000	0.0197805	1.81997	21.8397
mm_div(Dense,Dense,Dense)	Dense	float	7000	7000	0.0270343	1.81251	21.7501
mm_div(Dense,Dense,Dense)	Dense	float	8000	8000	0.0351451	1.82102	21.8522
mm_div(Dense,Dense,Dense)	Dense	float	9000	9000	0.0444732	1.82132	21.8558
mm_div(Dense,Dense,Dense)	Dense	float	10000	10000	0.0548878	1.8219	21.8628
mm_div(Dense,Dense,Dense)	Dense	double	1000	1000	0.00109255	0.915286	21.9669
mm_div(Dense,Dense,Dense)	Dense	double	2000	2000	0.00433703	0.92229	22.135
mm_div(Dense,Dense,Dense)	Dense	double	3000	3000	0.00990881	0.908283	21.7988
mm_div(Dense,Dense,Dense)	Dense	double	4000	4000	0.0175699	0.910648	21.8555
mm_div(Dense,Dense,Dense)	Dense	double	5000	5000	0.0274373	0.91117	21.8681
mm_div(Dense,Dense,Dense)	Dense	double	6000	6000	0.0395261	0.910792	21.859
mm_div(Dense,Dense,Dense)	Dense	double	7000	7000	0.053714	0.912239	21.8937
mm_div(Dense,Dense,Dense)	Dense	double	8000	8000	0.0701541	0.912277	21.8947
mm_div(Dense,Dense,Dense)	Dense	double	9000	9000	0.0878633	0.921887	22.1253
mm_div(Dense,Dense,Dense)	Dense	double	10000	10000	0.108982	0.917584	22.022
