func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
mscal(Dense)	Dense	float	1000	1000	6.455e-05	15.4919	123.935
mscal(Dense)	Dense	float	2000	2000	0.00125372	3.1905	25.524
mscal(Dense)	Dense	float	3000	3000	0.00309271	2.91007	23.2806
mscal(Dense)	Dense	float	4000	4000	0.00544656	2.93764	23.5011
mscal(Dense)	Dense	float	5000	5000	0.00848064	2.94789	23.5831
mscal(Dense)	Dense	float	6000	6000	0.0124884	2.88268	23.0614
mscal(Dense)	Dense	float	7000	7000	0.0175333	2.79469	22.3575
mscal(Dense)	Dense	float	8000	8000	0.0230686	2.77433	22.1947
mscal(Dense)	Dense	float	9000	9000	0.0293697	2.75795	22.0636
mscal(Dense)	Dense	float	10000	10000	0.0363802	2.74875	21.99
mscal(Dense)	Dense	double	1000	1000	4.54367e-05	22.0086	352.138
mscal(Dense)	Dense	double	2000	2000	0.00274317	1.45817	23.3307
mscal(Dense)	Dense	double	3000	3000	0.00611191	1.47253	23.5605
mscal(Dense)	Dense	double	4000	4000	0.011009	1.45336	23.2538
mscal(Dense)	Dense	double	5000	5000	0.0177327	1.40983	22.5572
mscal(Dense)	Dense	double	6000	6000	0.0259067	1.3896	22.2336
mscal(Dense)	Dense	double	7000	7000	0.0356742	1.37354	21.9767
mscal(Dense)	Dense	double	8000	8000	0.0467516	1.36894	21.903
mscal(Dense)	Dense	double	9000	9000	0.0593926	1.36381	21.8209
mscal(Dense)	Dense	double	10000	10000	0.073334	1.36362	21.818
