func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_tanh(CRS)	CRS	float	10000	10000	0.000285238	2.83973
m_tanh(CRS)	CRS	float	20000	20000	0.000507418	3.19263
m_tanh(CRS)	CRS	float	30000	30000	0.000729271	3.3321
m_tanh(CRS)	CRS	float	40000	40000	0.000951655	3.4046
m_tanh(CRS)	CRS	float	50000	50000	0.00117327	3.45189
m_tanh(CRS)	CRS	float	60000	60000	0.00120649	4.0282
m_tanh(CRS)	CRS	float	70000	70000	0.00123026	4.6088
m_tanh(CRS)	CRS	float	80000	80000	0.00139949	4.63024
m_tanh(CRS)	CRS	float	90000	90000	0.00156483	4.65866
m_tanh(CRS)	CRS	float	100000	100000	0.0017306	4.68046
m_tanh(CRS)	CRS	double	10000	10000	0.000670792	1.20753
m_tanh(CRS)	CRS	double	20000	20000	0.00127933	1.26629
m_tanh(CRS)	CRS	double	30000	30000	0.00189012	1.28563
m_tanh(CRS)	CRS	double	40000	40000	0.00249859	1.29673
m_tanh(CRS)	CRS	double	50000	50000	0.00310811	1.30304
m_tanh(CRS)	CRS	double	60000	60000	0.00373027	1.30285
m_tanh(CRS)	CRS	double	70000	70000	0.00436716	1.29833
m_tanh(CRS)	CRS	double	80000	80000	0.00502889	1.28855
m_tanh(CRS)	CRS	double	90000	90000	0.00563033	1.29477
m_tanh(CRS)	CRS	double	100000	100000	0.00627349	1.29115
