func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_sin(CRS)	CRS	float	10000	10000	0.000293921	2.75584
m_sin(CRS)	CRS	float	20000	20000	0.000524057	3.09127
m_sin(CRS)	CRS	float	30000	30000	0.000756028	3.21417
m_sin(CRS)	CRS	float	40000	40000	0.00098793	3.27958
m_sin(CRS)	CRS	float	50000	50000	0.0012203	3.31886
m_sin(CRS)	CRS	float	60000	60000	0.00145147	3.34834
m_sin(CRS)	CRS	float	70000	70000	0.00172436	3.28818
m_sin(CRS)	CRS	float	80000	80000	0.00181783	3.56469
m_sin(CRS)	CRS	float	90000	90000	0.00187014	3.89811
m_sin(CRS)	CRS	float	100000	100000	0.00190532	4.25126
m_sin(CRS)	CRS	double	10000	10000	0.000878191	0.922351
m_sin(CRS)	CRS	double	20000	20000	0.00144027	1.12479
m_sin(CRS)	CRS	double	30000	30000	0.00213382	1.1388
m_sin(CRS)	CRS	double	40000	40000	0.00281914	1.14929
m_sin(CRS)	CRS	double	50000	50000	0.00351063	1.15364
m_sin(CRS)	CRS	double	60000	60000	0.00444076	1.09441
m_sin(CRS)	CRS	double	70000	70000	0.00495078	1.14527
m_sin(CRS)	CRS	double	80000	80000	0.00566557	1.14375
m_sin(CRS)	CRS	double	90000	90000	0.00641657	1.13612
m_sin(CRS)	CRS	double	100000	100000	0.00706703	1.14617
