func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.00370223	43.7574
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0324355	11.2377
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.0742519	8.72705
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.122888	8.23923
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.178065	8.18802
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0124926	12.9677
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0426209	8.55214
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0886393	7.31053
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.129194	7.83703
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.189608	7.68954
