func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0338073	4.79186
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0479632	7.59957
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.100263	6.46303
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.131398	7.70562
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.164305	8.87376
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0276777	5.8531
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.0463195	7.86925
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0685862	9.44796
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.0956709	10.5832
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.128054	11.3858
