func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00808743	247.297
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0263244	256.416
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0617237	259.22
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.116885	267.357
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.203602	265.224
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.34253	250.343
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.483122	264.943
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.691642	263.504
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.942377	265.287
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0160849	124.34
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.053391	126.426
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.127163	125.823
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.247411	126.308
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.423572	127.487
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.672149	127.576
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.992938	128.91
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.41306	128.975
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	1.92771	129.688
