func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
nrm2	vector	float	1000	0.000250033	0.00799895	0.0159979
nrm2	vector	float	10000	0.000383236	0.0521872	0.104374
nrm2	vector	float	100000	0.000388301	0.515065	1.03013
nrm2	vector	float	1000000	0.000671891	2.97667	5.95335
nrm2	vector	float	10000000	0.00106199	18.8326	37.6651
nrm2	vector	float	100000000	0.00468125	42.7236	85.4472
nrm2	vector	double	1000	0.000415664	0.00481158	0.0192463
nrm2	vector	double	10000	0.000430647	0.0464417	0.185767
nrm2	vector	double	100000	0.000438947	0.455636	1.82254
nrm2	vector	double	1000000	0.000756035	2.64538	10.5815
nrm2	vector	double	10000000	0.00147914	13.5213	54.0853
nrm2	vector	double	100000000	0.00872193	22.9307	91.7228
