func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00838982	238.384
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.00475369	1419.95
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.00908634	1760.88
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0153217	2039.59
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.0257144	2099.99
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.0414633	2068.09
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.0607882	2105.67
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.0882452	2065.27
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.12153	2057.1
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0275072	72.7081
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0874969	77.1456
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.206947	77.3143
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.402434	77.6524
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.675752	79.911
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	1.07841	79.515
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.60824	79.5902
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	2.29544	79.3966
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	3.15317	79.2852
