func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,CRS,Dense)	CRS	float	1000	1000	1000	0.0360522	4.49349
matmul(Dense,CRS,Dense)	CRS	float	1500	1500	1500	0.0513104	7.10382
matmul(Dense,CRS,Dense)	CRS	float	2000	2000	2000	0.102385	6.32904
matmul(Dense,CRS,Dense)	CRS	float	2500	2500	2500	0.134559	7.52459
matmul(Dense,CRS,Dense)	CRS	float	3000	3000	3000	0.168497	8.65297
matmul(Dense,CRS,Dense)	CRS	double	1000	1000	1000	0.0359856	4.5018
matmul(Dense,CRS,Dense)	CRS	double	1500	1500	1500	0.058739	6.20542
matmul(Dense,CRS,Dense)	CRS	double	2000	2000	2000	0.0837026	7.74169
matmul(Dense,CRS,Dense)	CRS	double	2500	2500	2500	0.112585	8.99324
matmul(Dense,CRS,Dense)	CRS	double	3000	3000	3000	0.143946	10.1288
