func	kind	prec	M	N	time[sec]	perf[GFLOPS]	mem[GB/s]
matsub(Dense,Dense,Dense)	Dense	float	1000	1000	0.000799367	1.25099	15.0119
matsub(Dense,Dense,Dense)	Dense	float	2000	2000	0.00320562	1.24781	14.9737
matsub(Dense,Dense,Dense)	Dense	float	3000	3000	0.00533194	1.68794	20.2553
matsub(Dense,Dense,Dense)	Dense	float	4000	4000	0.0115146	1.38954	16.6745
matsub(Dense,Dense,Dense)	Dense	float	5000	5000	0.011848	2.11006	25.3207
matsub(Dense,Dense,Dense)	Dense	float	6000	6000	0.0446544	0.806192	9.67431
matsub(Dense,Dense,Dense)	Dense	float	7000	7000	0.0280678	1.74577	20.9493
matsub(Dense,Dense,Dense)	Dense	float	8000	8000	0.0581964	1.09972	13.1967
matsub(Dense,Dense,Dense)	Dense	float	9000	9000	0.0507907	1.59478	19.1374
matsub(Dense,Dense,Dense)	Dense	float	10000	10000	0.0800576	1.2491	14.9892
matsub(Dense,Dense,Dense)	Dense	double	1000	1000	0.000168603	5.93109	142.346
matsub(Dense,Dense,Dense)	Dense	double	2000	2000	0.00417052	0.959113	23.0187
matsub(Dense,Dense,Dense)	Dense	double	3000	3000	0.00727371	1.23733	29.696
matsub(Dense,Dense,Dense)	Dense	double	4000	4000	0.0380742	0.420232	10.0856
matsub(Dense,Dense,Dense)	Dense	double	5000	5000	0.0433227	0.577065	13.8496
matsub(Dense,Dense,Dense)	Dense	double	6000	6000	0.0656345	0.548492	13.1638
matsub(Dense,Dense,Dense)	Dense	double	7000	7000	0.0550807	0.889603	21.3505
matsub(Dense,Dense,Dense)	Dense	double	8000	8000	0.101955	0.62773	15.0655
matsub(Dense,Dense,Dense)	Dense	double	9000	9000	0.107938	0.750434	18.0104
matsub(Dense,Dense,Dense)	Dense	double	10000	10000	0.120691	0.82856	19.8854
