func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00851489	234.883
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0249535	270.503
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0517907	308.936
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.0635424	491.798
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.104933	514.615
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.164475	521.355
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.239207	535.102
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.341503	533.67
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	0.463858	538.958
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.00996638	200.675
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.0322417	209.356
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.0625116	255.953
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.12427	251.468
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.205004	263.41
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.321588	266.645
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	0.48049	266.395
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	0.669626	272.167
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	0.916975	272.636
