func	kind	prec	M	N	time[sec]	perf[GFLOPS]
m_asinh(Dense)	Dense	float	1000	1000	0.000697519	1.43365
m_asinh(Dense)	Dense	float	2000	2000	0.00165153	2.422
m_asinh(Dense)	Dense	float	3000	3000	0.00323738	2.78003
m_asinh(Dense)	Dense	float	4000	4000	0.00547304	2.92342
m_asinh(Dense)	Dense	float	5000	5000	0.00889431	2.81078
m_asinh(Dense)	Dense	float	6000	6000	0.013145	2.73868
m_asinh(Dense)	Dense	float	7000	7000	0.0174353	2.81039
m_asinh(Dense)	Dense	float	8000	8000	0.0229652	2.78683
m_asinh(Dense)	Dense	float	9000	9000	0.0293283	2.76184
m_asinh(Dense)	Dense	float	10000	10000	0.0371126	2.69451
m_asinh(Dense)	Dense	double	1000	1000	0.000655773	1.52492
m_asinh(Dense)	Dense	double	2000	2000	0.00171839	2.32777
m_asinh(Dense)	Dense	double	3000	3000	0.00731462	1.23041
m_asinh(Dense)	Dense	double	4000	4000	0.014831	1.07882
m_asinh(Dense)	Dense	double	5000	5000	0.0211034	1.18464
m_asinh(Dense)	Dense	double	6000	6000	0.0193348	1.86193
m_asinh(Dense)	Dense	double	7000	7000	0.0465148	1.05343
m_asinh(Dense)	Dense	double	8000	8000	0.0631562	1.01336
m_asinh(Dense)	Dense	double	9000	9000	0.0808092	1.00236
m_asinh(Dense)	Dense	double	10000	10000	0.0885472	1.12934
