func	kind	prec	M	N	time[sec]
convert(COO,CRS)	CRS	float	10000	10000	0.0159516
convert(COO,CRS)	CRS	float	20000	20000	0.0267243
convert(COO,CRS)	CRS	float	30000	30000	0.0521716
convert(COO,CRS)	CRS	float	40000	40000	0.0667584
convert(COO,CRS)	CRS	float	50000	50000	0.0828018
convert(COO,CRS)	CRS	float	60000	60000	0.100037
convert(COO,CRS)	CRS	float	70000	70000	0.110041
convert(COO,CRS)	CRS	float	80000	80000	0.11811
convert(COO,CRS)	CRS	float	90000	90000	0.113737
convert(COO,CRS)	CRS	float	100000	100000	0.12623
convert(COO,CRS)	CRS	double	10000	10000	0.00672139
convert(COO,CRS)	CRS	double	20000	20000	0.0190994
convert(COO,CRS)	CRS	double	30000	30000	0.058562
convert(COO,CRS)	CRS	double	40000	40000	0.0762773
convert(COO,CRS)	CRS	double	50000	50000	0.0956112
convert(COO,CRS)	CRS	double	60000	60000	0.108466
convert(COO,CRS)	CRS	double	70000	70000	0.125919
convert(COO,CRS)	CRS	double	80000	80000	0.144928
convert(COO,CRS)	CRS	double	90000	90000	0.163388
convert(COO,CRS)	CRS	double	100000	100000	0.181899
