func	kind	prec	M	N	K	time[sec]	perf[GFLOPS]
matmul(Dense,Dense,Dense)	Dense	float	1000	1000	1000	0.00817251	244.723
matmul(Dense,Dense,Dense)	Dense	float	1500	1500	1500	0.0263682	255.99
matmul(Dense,Dense,Dense)	Dense	float	2000	2000	2000	0.0664775	240.683
matmul(Dense,Dense,Dense)	Dense	float	2500	2500	2500	0.128345	243.485
matmul(Dense,Dense,Dense)	Dense	float	3000	3000	3000	0.228657	236.162
matmul(Dense,Dense,Dense)	Dense	float	3500	3500	3500	0.366367	234.055
matmul(Dense,Dense,Dense)	Dense	float	4000	4000	4000	0.525919	243.383
matmul(Dense,Dense,Dense)	Dense	float	4500	4500	4500	0.754284	241.62
matmul(Dense,Dense,Dense)	Dense	float	5000	5000	5000	1.02595	243.676
matmul(Dense,Dense,Dense)	Dense	double	1000	1000	1000	0.0171196	116.825
matmul(Dense,Dense,Dense)	Dense	double	1500	1500	1500	0.063658	106.035
matmul(Dense,Dense,Dense)	Dense	double	2000	2000	2000	0.136552	117.171
matmul(Dense,Dense,Dense)	Dense	double	2500	2500	2500	0.279664	111.741
matmul(Dense,Dense,Dense)	Dense	double	3000	3000	3000	0.511255	105.623
matmul(Dense,Dense,Dense)	Dense	double	3500	3500	3500	0.827265	103.655
matmul(Dense,Dense,Dense)	Dense	double	4000	4000	4000	1.17261	109.158
matmul(Dense,Dense,Dense)	Dense	double	4500	4500	4500	1.69861	107.294
matmul(Dense,Dense,Dense)	Dense	double	5000	5000	5000	2.43134	102.824
