func	kind	prec	M	N	time[sec]
transpose(Dense)	Dense	float	1000	1000	0.0126297
transpose(Dense)	Dense	float	2000	2000	0.0473282
transpose(Dense)	Dense	float	3000	3000	0.126333
transpose(Dense)	Dense	float	4000	4000	0.243693
transpose(Dense)	Dense	float	5000	5000	0.417782
transpose(Dense)	Dense	float	6000	6000	0.629894
transpose(Dense)	Dense	float	7000	7000	0.887515
transpose(Dense)	Dense	float	8000	8000	1.18987
transpose(Dense)	Dense	float	9000	9000	1.52215
transpose(Dense)	Dense	float	10000	10000	1.8848
transpose(Dense)	Dense	double	1000	1000	0.0105495
transpose(Dense)	Dense	double	2000	2000	0.0587071
transpose(Dense)	Dense	double	3000	3000	0.184084
transpose(Dense)	Dense	double	4000	4000	0.341538
transpose(Dense)	Dense	double	5000	5000	0.562905
transpose(Dense)	Dense	double	6000	6000	0.817524
transpose(Dense)	Dense	double	7000	7000	1.12487
transpose(Dense)	Dense	double	8000	8000	1.49873
transpose(Dense)	Dense	double	9000	9000	1.96449
transpose(Dense)	Dense	double	10000	10000	2.52459
