func	kind	prec	size	time[sec]	perf[GFLOPS]	mem[GB/s]
tanh	vector	float	1000	3.07336e-05	0.0325377	0.260301
tanh	vector	float	10000	3.61723e-05	0.276454	2.21164
tanh	vector	float	100000	3.73133e-05	2.68001	21.4401
tanh	vector	float	1000000	0.000159615	6.26508	50.1206
tanh	vector	float	10000000	0.00109668	9.11844	72.9475
tanh	vector	float	100000000	0.0111407	8.97607	71.8085
tanh	vector	double	1000	5.43883e-05	0.0183863	0.294181
tanh	vector	double	10000	8.62017e-05	0.116007	1.85611
tanh	vector	double	100000	0.000103464	0.966522	15.4643
tanh	vector	double	1000000	0.000452991	2.20755	35.3208
tanh	vector	double	10000000	0.00394808	2.53288	40.5261
tanh	vector	double	100000000	0.0390809	2.5588	40.9408
